NMec = 2020
T = 29
P = 2
Profits not ignored
Solution time = 3.865e-02
Viable tasks = 2509976
Total Profit = 31614
Task     Starting date     Ending date     Profit 
1               0              17           3072
2               5              14            663
3              12              36           3159
4              14              40           3158
5              18              24            527
6              19              28           1108
7              20              39           4033
8              23             127          11757
9              27              37           2343
10             31              94          11734
11             34              54           4185
12             37              52           2564
13             40              55           2625
14             47              61           1005
15             51              52            478
16             53              58            782
17             57             110           6668
18             58              67           1228
19             69              82           2123
20             69              84           2350
21             71              79           1196
22             74              95           4731
23             83              95           2030
24             87              99           1882
25             88              98           2186
26             91             101           1361
27             91             104           1954
28            120             125            711
29            134             142           1000
End
