NMec = 2020
T = 28
P = 2
Profits not ignored
Solution time = 8.756e-03
Viable tasks = 268685
Total Profit = 45531
Task     Starting date     Ending date     Profit 
1               2              33           3362
2               3             109          22867
3              23              49           4933
4              26              72          11163
5              28              43           2507
6              28              52           4781
7              29             125          19735
8              36              46           1508
9              39             137          15550
10             50              51            505
11             62              66            768
12             64              66            469
13             64              78           2382
14             79             105           3554
15             81              92           1222
16             83              87            570
17             83              90            756
18             88             110           4860
19             90             102           2285
20             91             114           3334
21            100             117           2517
22            102             127           5247
23            103             112           1378
24            104             124           3009
25            105             127           5166
26            107             120           1487
27            109             115            472
28            110             124           2929
End
