NMec = 2020
T = 30
P = 2
Profits not ignored
Solution time = 5.480e-02
Viable tasks = 3209749
Total Profit = 37877
Task     Starting date     Ending date     Profit 
1               2              12           1772
2               6              14           2032
3               6              40           7527
4              10              20           1695
5              14              31           3597
6              14              31           2827
7              15              26           2412
8              16              32           2238
9              19              36           5293
10             19              40           3020
11             19             137          17715
12             22              70           3919
13             25              37           2709
14             30              37           1406
15             32              40           1161
16             36              38            377
17             40              45           1029
18             45              63           2287
19             50              65           1585
20             55              70           2846
21             61              74           1498
22             61              77           2125
23             67              98           4200
24             86              99           2509
25             89             101           3098
26             95             117           3120
27            108             125           1992
28            121             134           2020
29            127             136           2100
30            132             134            427
End
