NMec = 2020
T = 24
P = 1
Profits not ignored
Solution time = 8.441e-04
Viable tasks = 39675
Total Profit = 22265
Task     Starting date     Ending date     Profit 
1               3              23           1829
2               6             140          13140
3               8              17           2255
4              13              18            823
5              26              39           1397
6              35              41            410
7              45              55           1692
8              47              51            673
9              47              58           2178
10             48              61           3169
11             68              80           1177
12             80              89            790
13             93             167           8360
14            113             133           2436
15            137             150           2923
16            143             154           1973
17            150             165           1987
18            159             185           4281
19            161             170           2394
20            167             173            864
21            172             176            373
22            211             215           1269
23            211             224           2871
24            219             227            781
End
