NMec = 2020
T = 2
P = 1
Profits not ignored
Solution time = 1.727e-06
Viable tasks = 4
Total Profit = 2061
Task     Starting date     Ending date     Profit 
1              12              15            741
2              21              28           1320
3      1357535681           32739      718401536
4       718401552           32767     1357582825
5               2               0     1357435096
6               9               0              0
7               1               0     1357724136
8       718401620           32767     1357435096
9      1357724136           32739     1357726968
End
