NMec = 2020
T = 28
P = 3
Profits not ignored
Solution time = 4.105e-01
Viable tasks = 22832112
Total Profit = 43546
Task     Starting date     Ending date     Profit 
1               0              11           2050
2               0              23           3896
3               0              86          17333
4              12              26           1935
5              15              23           1536
6              16              25           1011
7              24              32           1871
8              28              34            523
9              35              41           2011
10             37              44           1229
11             38              57           2179
12             41              44            657
13             41              86           4936
14             45              62           2459
15             49              50            222
16             54              64           2085
17             54              71           2263
18             60              65           1101
19             60              74           3191
20             61              64            438
21             67              92           2119
22             68              82           2215
23             72              86           2136
24             74              91           2526
25             76              87           2214
26             77              90           2293
27             79              88           1796
28             88              93           1253
End
