NMec = 2020
T = 27
P = 1
Profits not ignored
Solution time = 9.421e-04
Viable tasks = 49376
Total Profit = 28501
Task     Starting date     Ending date     Profit 
1              36              46           1145
2              45              54           1339
3              50              73           1692
4              51              73           5761
5              56              65           1046
6              64              70            685
7              66              72            604
8              66              85           2885
9              81             241          18447
10            114             134           2663
11            120             125            816
12            129             139           1794
13            132             152           4446
14            140             150           2629
15            150             168           2430
16            182             191           1890
17            183             204           1721
18            184             203           1919
19            184             238           8854
20            190             202           1249
21            200             213            936
22            217             233           2025
23            220             229           1166
24            221             234           1284
25            249             262           3148
26            253             266           1596
27            256             262            928
End
