NMec = 2020
T = 13
P = 4
Profits not ignored
Solution time = 7.945e-05
Viable tasks = 3282
Total Profit = 13485
Task     Starting date     Ending date     Profit 
1               2              16           3558
2               2              23           1949
3               6              11            763
4              12              18            801
5              13              30           2257
6              15              29           1606
7              16              22           1200
8              16              23            570
9              16              28           2874
10             17              24            853
11             17              26           1032
12             20              32           1331
13             25              31            753
End
