NMec = 2020
T = 28
P = 7
Profits not ignored
Solution time = 6.577e-01
Viable tasks = 41465040
Total Profit = 28338
Task     Starting date     Ending date     Profit 
1               0              13           2130
2               0              18           2027
3               0              22           2458
4               2              19           2907
5               2              23           1822
6               3              14           2003
7               3              16           2399
8               5              12           1027
9               6              16           1067
10              6              22           3569
11              7               9            511
12              8              12            757
13              8              20           2421
14              8              26           2424
15             10              18           1089
16             10              19            801
17             11              24           1744
18             12              26           1676
19             12              28           3374
20             12              35           2598
21             14              15            324
22             15              19            498
23             20              35           3331
24             22              23            221
25             23              26            419
26             27              34           1850
27             28              36           1362
28             31              36            686
End
