NMec = 2020
T = 31
P = 2
Profits not ignored
Solution time = 3.006e-02
Viable tasks = 1976496
Total Profit = 53476
Task     Starting date     Ending date     Profit 
1               3              20           3696
2               7              33           3067
3              11              30           1470
4              12             129          32784
5              22             140          15620
6              29              39           2053
7              35              60           3139
8              38              55           1334
9              44              67           2443
10             47              63           3621
11             48              57           2028
12             51              79           2241
13             52              67           1937
14             53              63           2629
15             53              68           3993
16             55              73           2565
17             60              79           3472
18             76              93           1284
19             79              85            547
20            100             103            488
21            101             118           4082
22            102             126           4299
23            110             124           3212
24            110             125           2356
25            111             127           2006
26            116             126           1432
27            117             134           1983
28            119             138           4185
29            125             129            598
30            143             146            813
31            147             148            363
End
