NMec = 2020
T = 26
P = 2
Profits not ignored
Solution time = 7.125e-03
Viable tasks = 439074
Total Profit = 36221
Task     Starting date     Ending date     Profit 
1               1              27           6051
2               3              12            932
3               5              18           1779
4               6             105          14506
5               9              26           4190
6              10              18           2067
7              11              19           1215
8              12              24           2850
9              14              25           2432
10             22              28           1679
11             29              48           2939
12             40              61           3582
13             45              66           3932
14             53              65            925
15             53              67           2732
16             54              80           2649
17             62              84           5720
18             63              73           2759
19             69              75           1124
20             69              88           1333
21             83              92            999
22             86              93           1848
23             87             112           4801
24             88              94            587
25             89             104            837
26             98             112           3234
End
