NMec = 2020
T = 29
P = 3
Profits not ignored
Solution time = 4.435e-01
Viable tasks = 24353469
Total Profit = 45797
Task     Starting date     Ending date     Profit 
1               2              26           6916
2               6              14           1556
3               6              19           2547
4              11              20           1060
5              14              20           1003
6              18              50           3165
7              20              40           3391
8              23              41           4483
9              25              30            394
10             27              47           3060
11             27              49           5277
12             37              54           2886
13             37              59           5726
14             42              62           2086
15             43              52           1290
16             48              62           3637
17             53              71           3141
18             55              70           2311
19             57              73           2375
20             64              76           2146
21             64              88           4294
22             64              91           3275
23             66              80           2427
24             74              77            400
25             75              88           2400
26             76              92           2228
27             77              92           1411
28             82              86            966
29             83              96           2999
End
