NMec = 2020
T = 26
P = 4
Profits not ignored
Solution time = 4.377e-02
Viable tasks = 2073206
Total Profit = 35486
Task     Starting date     Ending date     Profit 
1               0              59           6016
2               4              30           4317
3               5              11           1214
4               5              24           3828
5               6              19           2983
6               9              62           8133
7              11              12            310
8              13              34           2891
9              20              38           2729
10             23              52           3572
11             23              62           5869
12             25              32           1699
13             27              50           2437
14             30              39           2437
15             30              40           2253
16             36              50           2426
17             39              50           2046
18             40              50           1229
19             41              53           1916
20             44              53           2909
21             44              57           1594
22             47              51            767
23             47              58           1477
24             48              59           1303
25             48              64           2778
26             54              64           2232
End
