NMec = 2020
T = 24
P = 5
Profits not ignored
Solution time = 3.031e-02
Viable tasks = 1702364
Total Profit = 35263
Task     Starting date     Ending date     Profit 
1               0              23           2423
2               2              15           2922
3               3               7            843
4               4              29           5411
5               5              18           1528
6               6              25           3306
7               6              28           2334
8              10              31           5565
9              10              47           7489
10             12              16            797
11             14              31           2411
12             16              38           4151
13             17              32           1872
14             17              35           3962
15             18              25           1522
16             22              25            470
17             22              38           1791
18             23              27            543
19             25              32           1316
20             25              33            968
21             26              41           1290
22             32              41           1836
23             33              40           1519
24             33              41           1788
End
