NMec = 2020
T = 31
P = 1
Profits not ignored
Solution time = 5.907e-02
Viable tasks = 2877120
Total Profit = 28320
Task     Starting date     Ending date     Profit 
1               2              18           1572
2              11              23           2023
3              19              27           1974
4              28              46           2077
5              44              48            676
6              52              57            703
7              55              64           1648
8              68              82           3030
9              73              91           2036
10            107             118           1178
11            111             122           1103
12            117             129           1058
13            126             135           1387
14            127             142           1444
15            134             146           3325
16            145             147            211
17            150             165           3061
18            180             186           1626
19            188             192            753
20            188             196            879
21            204             218           3374
22            210             243           3081
23            213             221           1883
24            218             229           1345
25            219             231            823
26            226             239           1151
27            238             255           1890
28            241             246            673
29            245             249            919
30            246             257           3425
31            253             261            913
End
