NMec = 2020
T = 3
P = 2
Profits not ignored
Solution time = 1.863e-06
Viable tasks = 7
Total Profit = 6209
Task     Starting date     Ending date     Profit 
1               5              21           2639
2               8              27           3570
3              11              22            780
4     -1595649008           32766     1988936169
5               2               0     1988788440
6               9               0              0
7               1               0     1989077480
8     -1595648940           32766     1988788440
9      1989077480           32668     1989080312
End
