NMec = 2020
T = 31
P = 3
Profits not ignored
Solution time = 2.650e-01
Viable tasks = 18377128
Total Profit = 39007
Task     Starting date     Ending date     Profit 
1               0             103           8526
2               4              21           1129
3               6              32           7050
4              10              22            986
5              10              32           2410
6              12              28           3231
7              13              20           1034
8              13              22            653
9              14              21            920
10             14              24           2877
11             15              18            233
12             17              28           1219
13             21              32           1317
14             21              33           1439
15             27              32            644
16             29              58           4118
17             29              68           4648
18             31              53           1576
19             33              51           1744
20             36              47           1463
21             36              54           1850
22             37              49           1886
23             45              55           2597
24             57              63           1862
25             58              68           1469
26             61              69            947
27             63              84           1838
28             71              86           4455
29             75             101           5479
30             84              93           1574
31            100             102            169
End
