NMec = 2020
T = 22
P = 5
Profits not ignored
Solution time = 1.848e-02
Viable tasks = 975781
Total Profit = 30428
Task     Starting date     Ending date     Profit 
1               2              12           1258
2               2              18           3853
3               2              27           4218
4               3               9            744
5               3              13           1365
6               4              15           3014
7               5              24           2137
8              10              24           3042
9              11              34           4750
10             11              35           3911
11             17              38           1769
12             17              40           2341
13             18              28           2382
14             21              35           2325
15             21              41           3233
16             22              24            750
17             23              31           2303
18             24              39           2596
19             26              31           1377
20             31              39           1111
21             34              41           1995
22             38              42            495
End
