NMec = 2020
T = 30
P = 3
Profits not ignored
Solution time = 8.178e-02
Viable tasks = 4812434
Total Profit = 47368
Task     Starting date     Ending date     Profit 
1               1              10           1507
2               4              30           7583
3               6              46           4159
4               8              24           2894
5               9              96          16567
6              10              77           4328
7              20              94           7213
8              22              34           1806
9              26              39           1146
10             26              73           8994
11             27              36           1033
12             28              52           2702
13             34              89           8054
14             35              44           1942
15             38              45            577
16             39              48            716
17             39              56           2906
18             44              57           2570
19             44              62           1860
20             44              66           6028
21             50              62           3176
22             54              61            522
23             54              70           2568
24             61              74           3735
25             70              84           1777
26             71              73            240
27             71              76            910
28             72              86           3066
29             77              86            980
30             80              91           2236
End
