NMec = 2020
T = 25
P = 8
Profits not ignored
Solution time = 1.259e-01
Viable tasks = 4810247
Total Profit = 36412
Task     Starting date     Ending date     Profit 
1               1              22           5301
2               2              18           1519
3               3              13           2341
4               3              19           2308
5               4              29           2450
6               5              13           1322
7               5              21           2120
8               5              28           5205
9               6              22           1682
10              7              27           2446
11              8              29           2430
12             10              23           1058
13             10              27           2217
14             11              20           2566
15             11              23           1264
16             11              27           3453
17             12              24           2901
18             14              29           4386
19             14              30           3069
20             15              30           2882
21             15              30           3174
22             18              22            608
23             18              25           1098
24             19              29           3010
25             21              25           1066
End
